Feature-Feature Interaction	HepG2 - Interaction SHAP	K562 - Interaction SHAP	HepG2 - F1 (1st Individual Feature in Interaction) SHAP	K562 - F1 (1st Individual Feature in Interaction) SHAP	HepG2 - F2 (2nd Individual Feature in Interaction) SHAP	K562 - F2 (2nd Individual Feature in Interaction) SHAP	HepG2 - Both Bound: # Points	K562 - Both Bound: # Points	HepG2 - Both Bound: Average	K562 - Both Bound: Average	HepG2 - Both Bound: Median	K562 - Both Bound: Median	HepG2 - F1 Bound Only: # Points	K562 - F1 Bound Only: # Points	HepG2 - F1 Bound Only: Average	K562 - F1 Bound Only: Average	HepG2 - F1 Bound Only: Median	K562 - F1 Bound Only: Median	HepG2 - F2 Bound Only: # Points	K562 - F2 Bound Only: # Points	HepG2 - F2 Bound Only: Average	K562 - F2 Bound Only: Average	HepG2 - F2 Bound Only: Median	K562 - F2 Bound Only: Median	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Median)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Median)	Statistical Testing Directionality	HepG2 - Both Bound vs F1 Bound Only: Mann-Whitney U	K562 - Both Bound vs F1 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F2 Bound Only: Mann-Whitney U	K562 - Both Bound vs F2 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F1 Bound Only: Welch's t-test	K562 - Both Bound vs F1 Bound Only: Welch's t-test	HepG2 - Both Bound vs F2 Bound Only: Welch's t-test	K562 - Both Bound vs F2 Bound Only: Welch's t-test	All MWU Significant	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	Rec-Y2H/Street et al. IP-MS (Union)
MATR3_3-RBM22_4-interaction-shap	0.0926462858915329	0.03730414807796478	-0.7072181105613708	-0.8768779039382935	0.6834766268730164	0.4519733190536499	20	139	0.9993000000000001	0.9862374100719423	1.0	1.0	1398	2016	0.3713397711015737	0.43012797619047616	0.035	0.172	75299	105830	0.9725093427535558	0.9606488519323443	1.0	0.999	0.6279602288984264	0.965	0.5561094338814662	0.8280000000000001	0.02679065724644425	0.0	0.02558855813959804	0.0010000000000000009	greater	2.4110789458522264e-11	4.636267479942435e-45	0.0023317309134720508	0.017158982267066417	0.0	0.0	2.526887176093081e-52	1.327956040607236e-23	true	None	False	False	False
DGCR8_3-YBX3_4-interaction-shap	0.05229949951171875	0.0018308551516383886	-0.8290936946868896	-0.05331601947546005	1.497674584388733	1.520198941230774	84	774	0.9998214285714284	0.9964780361757106	1.0	0.999	4021	6050	0.520081074359612	0.791672396694215	0.59	0.966	18739	359506	0.9929751320774853	0.9750393206232999	1.0	0.999	0.4797403542118164	0.41000000000000003	0.20480563948149566	0.03300000000000003	0.006846296493943083	0.0	0.021438715552410725	0.0	greater	3.392823918440327e-35	1.2420714974150563e-107	1.582388837626386e-8	5.467631767411062e-10	0.0	0.0	0.0	0.0	true	None	False	False	False
EFTUD2_2-TROVE2_2-interaction-shap	-0.000028155445761512965	-0.000013902783393859863	-0.1441425085067749	-0.11188114434480667	-0.24565641582012177	-0.43376579880714417	518	296	0.3350772200772201	0.3837702702702702	0.008	0.252	350680	366675	0.7699804636705829	0.8078058662303128	0.985	0.992	472	2667	0.7879639830508475	0.7605076865391827	1.0	1.0	0.43490324359336285	0.977	0.4240355959600426	0.74	0.4528867629736274	0.992	0.37673741626891244	0.748	less	4.056562485527509e-65	2.426763463855025e-44	2.374035567337109e-37	1.029783290137091e-37	2.2968017322148137e-72	5.098199733787492e-72	3.1646707927038455e-53	1.7204089066398357e-61	true	None	None	None	None
DDX3X_2-DDX3X_5-interaction-shap	-0.19132554531097412	-0.09383723884820938	-0.1320383995771408	-0.1366044580936432	-1.3346205949783325	-1.9786726236343384	30656	54373	0.37697155532359083	0.27478616224964597	0.055	0.035	211688	420427	0.7987989021578927	0.8210861100738057	0.991	0.991	29368	54336	0.5483058430945247	0.44174234393404005	0.722	0.197	0.4218273468343019	0.9359999999999999	0.5462999478241597	0.956	0.17133428777093385	0.6669999999999999	0.16695618168439408	0.162	less	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	true				
DDX3X_1-DDX3X_5-interaction-shap	-0.005462069064378738	-0.01238254364579916	-0.11173701286315918	-0.42348384857177734	-1.3346205949783325	-1.9786726236343384	15406	20831	0.36115403089705306	0.24120954346886853	0.055	0.02	212777	363484	0.7763179431987478	0.7792576977253468	0.99	0.989	44618	87878	0.49520702407100275	0.3859762853046268	0.481	0.084	0.41516391230169475	0.9349999999999999	0.5380481542564783	0.969	0.1340529931739497	0.426	0.14476674183575827	0.064	less	0.0	0.0	5.534205727678073e-170	0.0	0.0	0.0	8.536761455507459e-232	0.0	true				
DGCR8_3-RBM22_6-interaction-shap	0.040004078298807144	0.009066062048077583	-0.8290936946868896	-0.05331601947546005	-0.05091492459177971	-0.01289984118193388	143	84	0.8986713286713288	0.9955833333333334	1.0	1.0	3962	6740	0.516587834427057	0.8126502967359052	0.5645	0.9815	78736	90364	0.8270394863848811	0.8439966800938425	0.993	0.996	0.3820834942442718	0.4355	0.1829330365974282	0.01849999999999996	0.0716318422864477	0.007000000000000006	0.15158665323949083	0.0040000000000000036	greater	7.682208891479721e-30	8.565389206081247e-17	0.00002721613471842971	3.694375793010037e-10	2.365456235138196e-34	0.0	0.0015186940190739333	1.9539441451346553e-249	true	None	False	False	False
PTBP1_3-SND1_4-interaction-shap	0.10677256435155869	0.008851815946400166	-0.4695992171764374	-0.3358338475227356	1.6919124126434326	1.5452886819839478	242	104	0.9983512396694215	0.9974903846153846	1.0	1.0	11440	23110	0.6261876748251749	0.722443357853743	0.922	0.977	146827	134799	0.9850240827640693	0.9825370366249009	0.999	0.999	0.3721635648442466	0.07799999999999996	0.2750470267616416	0.02300000000000002	0.013327156905352244	0.0010000000000000009	0.014953347990483756	0.0010000000000000009	greater	1.7730943928909656e-80	9.297347389077409e-25	1.5994583181658276e-17	2.797079615374877e-8	0.0	0.0	2.814401907812757e-161	4.8811244332417446e-51	true	None	False	False	False
QKI_3-RPS3_6-interaction-shap	0.07904521375894547	0.0006018238491378725	-0.43169549107551575	-0.39075982570648193	-0.31415191292762756	-0.3705510199069977	186	394	0.9961827956989247	0.9993629441624367	0.9975	1.0	21696	11793	0.6504154682890856	0.6806299499703213	0.927	0.953	113885	81102	0.801373534706063	0.7864717146309586	0.998	0.998	0.34576732740983906	0.07050000000000001	0.3187329941921153	0.04700000000000004	0.19480926099286167	0.0004999999999999449	0.2128912295314781	0.0020000000000000018	greater	7.121046454125068e-42	9.418435176223133e-122	0.00003478376044785554	5.498016383150794e-64	0.0	0.0	0.0	0.0	true	False	False	False	False
U2AF1_2-QKI_5-interaction-shap	0.00003820657730102539	0.000026729307137429714	-0.2576357126235962	-0.0036983455065637827	-0.22395512461662292	-0.006668966729193926	4	8	1.0	0.993625	1.0	1.0	9246	14094	0.6557332900713823	0.7684261387824605	0.975	0.991	20122	10046	0.7391106748832125	0.6762129205653992	0.961	0.964	0.34426670992861774	0.025000000000000022	0.22519886121753951	0.009000000000000008	0.26088932511678753	0.039000000000000035	0.3174120794346008	0.03600000000000003	greater	0.009768927499819264	0.013125266385372297	0.006670334848550763	0.0035174475417970065	0.0	1.9349897518741737e-15	0.0	1.663646548295355e-21	true	False	None	None	False
XRN2_2-YBX3_3-interaction-shap	0.000019758939743041992	0.009384850971400738	-0.3693524897098541	-0.48601463437080383	1.090239405632019	1.5398563146591187	16	5548	0.99975	0.9887112472963231	1.0	0.999	35494	56692	0.6667405758719784	0.7406640972271221	0.956	0.987	16693	339059	0.9942877852992272	0.9774563070144134	1.0	0.999	0.3330094241280216	0.04400000000000004	0.24804715006920097	0.01200000000000001	0.005462214700772794	0.0	0.011254940281909653	0.0	greater	7.893360163016838e-7	0.0	0.014029333014837272	2.053658974783733e-24	0.0	0.0	3.8803752033012565e-40	2.027710014106609e-144	true	None	None	None	None
QKI_3-U2AF2_3-interaction-shap	-0.6366861462593079	-0.00804247334599495	-0.43169549107551575	-0.39075982570648193	0.09508994966745377	0.018797004595398903	3375	2742	0.375170962962963	0.6090116703136397	0.139	0.874	18507	9445	0.7040850489004162	0.7147176283748015	0.96	0.973	298402	183238	0.8275739405231866	0.879846822165708	0.987	0.994	0.32891408593745325	0.821	0.10570595806116179	0.09899999999999998	0.4524029775602236	0.848	0.2708351518520683	0.12	less	0.0	9.30819786579478e-41	0.0	0.0	0.0	2.019989832530622e-33	0.0	3.869682067988825e-219	true	False	False	False	False
XRN2_2-KHSRP_5-interaction-shap	0.028212793171405792	0.055439043790102005	-0.3693524897098541	-0.48601463437080383	-0.3579765260219574	-0.023024987429380417	264	3666	0.9876477272727272	0.8056047463175122	1.0	0.996	35246	58574	0.6644880837541849	0.7600941031857139	0.954	0.99	29784	263484	0.7278380674187483	0.8274766892866358	0.986	0.991	0.3231596435185423	0.04600000000000004	0.04551064313179831	0.006000000000000005	0.25980965985397886	0.014000000000000012	0.021871942969123537	0.0050000000000000044	greater	1.4550773686960796e-56	2.5162769880783214e-18	1.1600293398034926e-35	0.00007911691639862698	0.0	1.8840873028211238e-13	0.0	0.9998383491855507	true	None	None	None	None
U2AF1_2-QKI_3-interaction-shap	0.004866421222686768	0.00018774195632431656	-0.2576357126235962	-0.0036983455065637827	-0.43169549107551575	-0.39075982570648193	5	73	0.9704	0.9962876712328766	1.0	1.0	9245	14029	0.6557120605732829	0.7673688787511583	0.975	0.991	21877	12114	0.6532820770672396	0.6890943536404163	0.93	0.959	0.31468793942671713	0.025000000000000022	0.22891879248171831	0.009000000000000008	0.3171179229327604	0.06999999999999995	0.3071933175924604	0.041000000000000036	greater	0.02837502742753368	2.361989957767437e-12	0.012240187396740161	9.919350716481915e-20	0.00018097189362548284	0.0	0.00019918940271177913	0.0	true	False	None	None	False
U2AF1_4-BUD13_5-interaction-shap	0.012659268453717232	0.004355679731816053	-0.4999644160270691	-0.05433831363916397	-0.16154304146766663	-0.07166457921266556	280	713	0.9931392857142856	0.9526661991584853	0.995	1.0	14275	10660	0.6795341506129597	0.8655926829268293	0.96	0.995	144484	409934	0.8123103665457767	0.8420369303351269	0.991	0.993	0.3136051351013258	0.03500000000000003	0.08707351623165593	0.0050000000000000044	0.18082891916850885	0.0040000000000000036	0.11062926882335833	0.007000000000000006	greater	1.1912636548413692e-25	1.7310111459828538e-38	3.108244953767586e-10	5.546675477545936e-44	0.0	2.1021371950940663e-26	0.0	1.7642539181112507e-43	true	False	False	False	False
XRN2_4-EFTUD2_6-interaction-shap	0.00009978382149711251	0.003200637409463525	-0.6582726240158081	-0.05188388377428055	-0.013448944315314293	-0.007866199128329754	302	2119	0.9866291390728479	0.9318711656441718	1.0	0.999	5407	12910	0.684787312742741	0.8378048799380327	0.983	0.997	125650	202749	0.8270802307998408	0.8492799421945358	0.993	0.996	0.3018418263301069	0.017000000000000015	0.09406628570613917	0.0020000000000000018	0.15954890827300705	0.007000000000000006	0.08259122344963599	0.0030000000000000027	greater	6.304858501426725e-37	1.2483646050674856e-40	1.2263553907135195e-21	1.0921659580412373e-54	0.0	3.0825679266740347e-53	3.077605684559458e-289	1.6074667672585702e-51	true	False	None	None	False
DDX3X_2-DDX3X_3-interaction-shap	0.10199977457523346	0.06313063949346542	-0.1320383995771408	-0.1366044580936432	1.1461492776870728	1.1887235641479492	51081	110997	0.9666077210704568	0.9646141607430831	0.998	0.997	191263	363803	0.6863705630466949	0.6956469297944217	0.976	0.974	37601	78283	0.9421948352437436	0.9496701710460764	0.995	0.995	0.2802371580237619	0.02200000000000002	0.2689672309486615	0.02300000000000002	0.024412885826713193	0.0030000000000000027	0.014943989697006721	0.0020000000000000018	greater	0.0	0.0	1.0390856078720121e-217	7.818939777009631e-187	0.0	0.0	7.378923396294126e-164	1.0797602606679218e-162	true				
IGF2BP1_2-IGF2BP1_5-interaction-shap	-0.21977739036083221	-0.1276981234550476	-0.09855891764163971	-0.2793510854244232	-0.11690355837345123	-0.05651776120066643	10700	19963	0.6167659813084113	0.731284927115163	0.897	0.991	28631	64153	0.8949691942300303	0.8840731064798217	0.999	0.997	39954	98166	0.8595819192070883	0.86767909459487	0.998	0.996	0.278203212921619	0.10199999999999998	0.15278817936465872	0.006000000000000005	0.24281593789867695	0.10099999999999998	0.136394167479707	0.0050000000000000044	less	0.0	0.0	0.0	8.030165250189457e-265	0.0	0.0	0.0	0.0	true				
TIA1_2-YBX3_4-interaction-shap	0.06029718369245529	0.0028773003723472357	-0.26226308941841125	-0.19866278767585754	1.497674584388733	1.520198941230774	1090	7146	0.9991155963302752	0.9799727120067171	1.0	0.999	36207	172473	0.7322308669594276	0.7918236825474132	0.986	0.989	17733	353134	0.9926301246264029	0.9749864782207319	1.0	0.999	0.2668847293708476	0.014000000000000012	0.1881490294593039	0.010000000000000009	0.00648547170387237	0.0	0.004986233785985172	0.0	greater	6.315488914204492e-184	0.0	9.496189060451664e-7	3.84395376040714e-14	0.0	0.0	0.0	7.74302467691007e-11	true	None	False	False	False
RBM22_2-SF3B4_4-interaction-shap	0.0049422141164541245	0.001983643975108862	-0.4360983967781067	-0.46220576763153076	-0.5196917057037354	-0.025939391925930977	749	3426	0.9830854472630174	0.9555575014594279	1.0	0.999	175876	134064	0.7187659203074893	0.7603986081274616	0.978	0.991	14234	61558	0.7538241534354362	0.8797588290717697	0.989	0.996	0.2643195269555281	0.02200000000000002	0.19515889333196623	0.008000000000000007	0.2292612938275812	0.01100000000000001	0.07579867238765814	0.0030000000000000027	greater	1.1608666390016653e-119	5.683895197517112e-190	1.9442345650052602e-93	3.44417210557624e-51	0.0	0.0	0.0	1.4148032105456971e-190	true	False	False	False	False
SRSF9_1-GRWD1_6-interaction-shap	0.07371184229850769	0.011791154742240906	-0.16324535012245178	-0.4533475935459137	-0.2737436294555664	-0.32360902428627014	1582	8	0.9798640960809101	1.0	0.993	1.0	5464	8814	0.7177101024890191	0.6454462219196733	0.981	0.992	502058	170770	0.7856175461799231	0.8065992094630203	0.989	0.994	0.26215399359189095	0.01200000000000001	0.35455377808032673	0.008000000000000007	0.194246549900987	0.0040000000000000036	0.19340079053697967	0.006000000000000005	greater	1.3499165891296834e-53	0.00025869315195339767	2.521631111686719e-33	0.0009226521145848156	0.0	0.0	0.0	0.0	true	None	None	None	None
DDX3X_2-GRWD1_3-interaction-shap	0.00038583893910981715	0.0030331523157656193	-0.1320383995771408	-0.1366044580936432	1.3557939529418945	0.8886932730674744	9946	8224	0.9870794289161472	0.9825758754863813	1.0	1.0	232398	466576	0.7350970748457389	0.7545759190356982	0.985	0.985	287240	100560	0.9742161641832616	0.9774761734287988	1.0	1.0	0.25198235407040825	0.015000000000000013	0.22799995645068305	0.015000000000000013	0.012863264732885571	0.0	0.005099702057582478	0.0	greater	0.0	0.0	1.8428765220157852e-25	2.1449757799097155e-46	0.0	0.0	9.085601233002893e-228	1.845993099214831e-12	true	None	False	False	False
KHSRP_2-RPS3_4-interaction-shap	0.0353270098567009	0.007147326599806547	-0.23931440711021423	-0.14459437131881714	0.7361400723457336	0.970572292804718	152	2374	0.9991315789473684	0.9969852569502948	1.0	1.0	56564	282373	0.7569258715790963	0.8031215342826689	0.983	0.99	110247	68222	0.984936243163079	0.9893710240098503	1.0	1.0	0.24220570736827207	0.017000000000000015	0.19386372266762597	0.010000000000000009	0.014195335784289331	0.0	0.007614232940444499	0.0	greater	1.9758255430458323e-31	6.888375395688112e-247	5.431517272205777e-10	3.008299874139046e-14	0.0	0.0	0.0	6.158886097301587e-127	true	None	False	False	False
KHSRP_2-RPS3_6-interaction-shap	0.03415016084909439	0.0062654591165483	-0.23931440711021423	-0.14459437131881714	-0.31415191292762756	-0.3705510199069977	398	2010	0.99671608040201	0.8938800995024876	1.0	1.0	56318	282737	0.7558849746084731	0.8041041002769358	0.983	0.99	113673	79486	0.8010083485084408	0.7848108975165438	0.998	0.997	0.24083110579353684	0.017000000000000015	0.0897759992255518	0.010000000000000009	0.19570773189356916	0.0020000000000000018	0.10906920198594383	0.0030000000000000027	greater	3.9678101522644433e-70	1.5623675241036242e-130	1.180939183460101e-40	1.893055439938312e-99	0.0	9.542520995759232e-45	0.0	6.918692260496447e-62	true	None	False	False	False
KHSRP_2-AGGF1_6-interaction-shap	0.016891082748770714	0.00020910234889015555	-0.23931440711021423	-0.14459437131881714	-0.0037473111879080534	-0.004399915691465139	210	248	0.9973476190476189	0.997258064516129	0.998	1.0	56506	284499	0.7566838919760733	0.8045699984885711	0.983	0.99	8428	15137	0.8504375889890841	0.8206752328730925	0.998	0.995	0.2406637270715456	0.015000000000000013	0.19268806602755784	0.010000000000000009	0.14691003005853487	0.0	0.17658283164303645	0.0050000000000000044	greater	7.674422139745603e-22	2.6834484176069917e-30	5.741291062522401e-6	9.017299413157272e-24	0.0	0.0	0.0	0.0	true	None	None	None	None
SF3B4_4-TIA1_4-interaction-shap	0.008334198035299778	0.0038770600222051144	-0.5196917057037354	-0.025939391925930977	-0.12330491095781326	-0.015706712380051613	1023	3745	0.9871329423264907	0.9936061415220293	0.995	0.998	13960	61239	0.7490277220630372	0.8770371658583582	0.991	0.996	28234	124777	0.7887314939434725	0.8788103176066101	0.986	0.994	0.2381052202634535	0.0040000000000000036	0.11656897566367108	0.0020000000000000018	0.1984014483830182	0.009000000000000008	0.1147958239154192	0.0040000000000000036	greater	5.471017251817725e-34	5.609986881699988e-94	3.3458279887145563e-47	2.897741678350211e-152	0.0	0.0	0.0	0.0	true	False	False	False	False
KHSRP_2-QKI_5-interaction-shap	0.030246930196881294	0.0002764130476862192	-0.23931440711021423	-0.14459437131881714	-0.22395512461662292	-0.006668966729193926	90	357	0.9937666666666666	0.9934761904761904	1.0	1.0	56626	284390	0.7571995902942111	0.8045008931397025	0.983	0.99	20036	9697	0.738018866041126	0.6647945756419511	0.961	0.957	0.23656707637245544	0.017000000000000015	0.18897529733648788	0.010000000000000009	0.2557478006255406	0.039000000000000035	0.3286816148342393	0.04300000000000004	greater	1.5047930568369835e-19	2.924124141314373e-26	9.72107912217508e-25	5.736657749322408e-55	4.5608981137591175e-100	0.0	1.1167005464472437e-136	0.0	true	None	None	None	None
YBX3_2-YBX3_3-interaction-shap	0.01077483594417572	0.041680317372083664	-0.006006523501127958	-0.12133116275072098	1.090239405632019	1.5398563146591187	6530	120863	0.9966751914241961	0.9812409504976708	1.0	0.999	15327	275338	0.7615678214914856	0.790400656647466	0.996	0.993	10179	223744	0.9927648099027411	0.9756909816576086	1.0	0.999	0.23510736993271053	0.0040000000000000036	0.19084029385020485	0.006000000000000005	0.003910381521455064	0.0	0.005549968840062203	0.0	greater	0.0	0.0	2.709001086547316e-77	4.296403331156244e-145	0.0	0.0	2.1002932349105975e-39	3.144993116150355e-116	true				
SF3B4_4-RBM15_6-interaction-shap	0.07679267972707748	0.0012392121134325862	-0.5196917057037354	-0.025939391925930977	-0.2991080582141876	-0.2376411110162735	110	2472	0.9959454545454547	0.9929061488673139	1.0	1.0	14873	62512	0.7635789686008202	0.8794386677757869	0.991	0.996	9907	103598	0.7656330877157566	0.7921573775555513	0.988	0.986	0.2323664859446345	0.009000000000000008	0.11346748109152693	0.0040000000000000036	0.23031236682969813	0.01200000000000001	0.2007487713117626	0.014000000000000012	greater	3.276849470518213e-17	5.154608989407307e-109	5.246765993857901e-18	2.1493943290325785e-246	0.0	0.0	0.0	0.0	true	False	False	False	False
EFTUD2_2-YBX3_4-interaction-shap	0.00013504482922144234	0.025847967714071274	-0.1441425085067749	-0.11188114434480667	1.497674584388733	1.520198941230774	3617	27778	0.99800608238872	0.9846824105407156	1.0	0.999	347581	339193	0.7669594454242319	0.7929506328255597	0.985	0.99	15206	332502	0.9918162567407602	0.9742836193466505	1.0	0.999	0.23104663696448813	0.015000000000000013	0.19173177771515593	0.009000000000000008	0.006189825647959779	0.0	0.01039879119406506	0.0	greater	0.0	0.0	2.4222962960740124e-41	1.006314589916044e-161	0.0	0.0	9.451467276817222e-217	2.3341235959243442e-154	true	None	None	None	None
UCHL5_2-YBX3_4-interaction-shap	0.05526554584503174	0.02283770777285099	-0.4818725883960724	-0.20834973454475403	1.497674584388733	1.520198941230774	54	17261	0.9977592592592593	0.9806781762354441	1.0	1.0	70187	557994	0.7691058173165971	0.8370652103786064	0.989	0.994	18769	343019	0.9929920080984602	0.974803943804862	1.0	0.999	0.22865344194266224	0.01100000000000001	0.1436129658568377	0.006000000000000005	0.004767251160799124	0.0	0.005874232430582049	0.0010000000000000009	greater	5.2112185255798185e-12	0.0	0.0011944102249177202	2.0847345200306638e-51	0.0	0.0	1.614040039974346e-8	5.552428241642969e-33	true	None	None	None	None
RPS3_2-RPS3_3-interaction-shap	0.24405857920646667	0.06401946395635605	-0.19573776423931122	-0.029996750876307487	0.7269369959831238	1.4697649478912354	55790	28362	0.9904391288761426	0.9920752415203442	1.0	0.999	80561	65286	0.7627974826528966	0.7979183132677757	0.996	0.997	62529	49074	0.9804531497385213	0.9888249174715735	0.999	0.999	0.227641646223246	0.0040000000000000036	0.19415692825256847	0.0020000000000000018	0.009985979137621337	0.0010000000000000009	0.003250324048770681	0.0	greater	0.0	0.0	0.0	1.2998853787060892e-30	0.0	0.0	8.319089252606735e-200	1.8940098036251902e-50	true				
KHSRP_2-DDX3X_3-interaction-shap	0.0001251697540283203	0.0007535084732808173	-0.23931440711021423	-0.14459437131881714	1.1461492776870728	1.1887235641479492	295	1476	0.9818644067796611	0.9797181571815718	1.0	1.0	56421	283271	0.7564022792931709	0.8038260746776056	0.983	0.99	88387	187804	0.9561712355889439	0.9582662989073718	0.997	0.997	0.2254621274864902	0.017000000000000015	0.17589208250396626	0.010000000000000009	0.025693171190717234	0.0030000000000000027	0.021451858274200042	0.0030000000000000027	greater	5.689970386752399e-21	2.5126872438897314e-78	0.004013274412278091	1.658745204273705e-27	0.0	0.0	6.900846720434996e-36	6.996154333522851e-63	true	None	False	False	False
IGF2BP1_2-IGF2BP1_3-interaction-shap	0.045023780316114426	0.09895001351833344	-0.09855891764163971	-0.2793510854244232	1.0084174871444702	1.3440452814102173	11759	26807	0.9765276809252489	0.9806008878278062	1.0	0.999	27572	57309	0.7522221819236906	0.785698843113647	0.99	0.993	20431	50633	0.9716678576672704	0.9684077380364583	1.0	0.999	0.22430549900155827	0.010000000000000009	0.19490204471415917	0.006000000000000005	0.004859823257978513	0.0	0.01219314979134789	0.0	greater	0.0	0.0	2.87342417510692e-6	0.005371620303565395	0.0	0.0	4.31876912759179e-7	2.173872225825674e-80	true				
U2AF1_2-SF3B4_5-interaction-shap	0.23954226076602936	0.0014082270208746195	-0.2576357126235962	-0.0036983455065637827	-0.23675884306430817	-0.22762475907802582	2396	4904	0.813589732888147	0.8498372756933116	0.996	0.994	6854	9198	0.6007512401517362	0.725216894977169	0.9555	0.99	374894	1023739	0.8104785005894998	0.8293975993881254	0.988	0.991	0.21283849273641076	0.04049999999999998	0.12462038071614256	0.0040000000000000036	0.003111232298647182	0.008000000000000007	0.020439676305186172	0.0030000000000000027	greater	1.877326672806854e-71	5.007043935730299e-28	2.3108837290072976e-10	0.000027901556186434944	4.9166063747807924e-111	1.4874361041011127e-89	0.3403435716106451	2.995154417912033e-6	true	False	False	False	False
AQR_2-RPS3_3-interaction-shap	0.05078371614217758	0.06590764969587326	-0.24430587887763977	-0.24864131212234497	0.7269369959831238	1.4697649478912354	33844	33480	0.9915176102115589	0.9896244623655914	0.999	0.999	372679	1332651	0.7789887114648264	0.8119503335832109	0.989	0.992	84475	43956	0.9826153536549275	0.9903131540631539	1.0	0.999	0.21252889874673253	0.010000000000000009	0.17767412878238054	0.007000000000000006	0.00890225655663146	0.0010000000000000009	0.0006886916975624713	0.0	greater	0.0	0.0	7.731895143109026e-12	0.0006647058865293582	0.0	0.0	1.3074423918903286e-215	0.9988816637500779	true	None	False	False	False
YBX3_2-YBX3_4-interaction-shap	0.04989972338080406	0.00668534217402339	-0.006006523501127958	-0.12133116275072098	1.497674584388733	1.520198941230774	4777	63361	0.996021980322378	0.977811524439324	1.0	0.999	17080	332840	0.7858806791569087	0.8240233896166327	0.998	0.995	14046	296919	0.991979851915136	0.9745036323037597	1.0	0.999	0.21014130116546925	0.0020000000000000018	0.15378813482269127	0.0040000000000000036	0.0040421284072419406	0.0	0.003307892135564261	0.0	greater	2.526744409837659e-202	0.0	7.252091916600871e-13	2.918686243485427e-29	0.0	0.0	1.924162260209022e-72	1.42453532617528e-27	true				
GRWD1_5-IGF2BP1_5-interaction-shap	0.11277654021978378	0.0035234319511801004	-0.35363882780075073	-0.0436827652156353	-0.11690355837345123	-0.05651776120066643	3143	6125	0.9953693923003499	0.8562062040816326	1.0	0.999	410972	176776	0.7905809738862989	0.8412746809521655	0.99	0.996	47511	112004	0.7959143356275389	0.8439963215599442	0.994	0.996	0.20478841841405104	0.010000000000000009	0.014931523129467106	0.0030000000000000027	0.19945505667281105	0.006000000000000005	0.01220988252168842	0.0030000000000000027	greater	0.0	1.3039549329701096e-57	9.082865404372013e-271	2.633677096411234e-62	0.0	0.00009219438609995879	0.0	0.0012485806207193633	true	None	False	False	False
PRPF8_2-YBX3_4-interaction-shap	0.0034389484208077192	0.005474756006151438	-0.17347882688045502	-0.15538087487220764	1.497674584388733	1.520198941230774	8406	55710	0.9949264810849394	0.9777302997666486	1.0	0.999	1229076	879254	0.7922685716749815	0.7968151830983989	0.988	0.988	10417	304570	0.9914556974176827	0.9746015858423348	1.0	0.999	0.20265790940995787	0.01200000000000001	0.18091511666824966	0.01100000000000001	0.003470783667256727	0.0	0.0031287139243137974	0.0	greater	0.0	0.0	0.002881943139595643	2.633030040760963e-11	0.0	0.0	2.0884950200482598e-42	1.416583287557852e-20	true	None	False	False	False
U2AF2_3-U2AF1_4-interaction-shap	-0.020243816077709198	-0.008280680514872074	0.09508994966745377	0.018797004595398903	-0.4999644160270691	-0.05433831363916397	4544	3031	0.6242838908450704	0.7820884196634774	0.938	0.968	297233	182949	0.8255448587471781	0.8774072118459243	0.987	0.994	10011	8342	0.7133835780641294	0.9033755694078158	0.977	0.997	0.20126096790210768	0.049000000000000044	0.09531879218244688	0.026000000000000023	0.08909968721905903	0.039000000000000035	0.12128714974433841	0.029000000000000026	less	8.849912300186273e-167	1.6036490913978573e-102	2.833359679617395e-31	6.969042228537216e-139	8.871120649318684e-205	2.764392536051189e-54	2.0348294387150695e-34	2.7314018939071655e-72	true	Different-Position	Different-Position	False	Different-Position
AQR_2-LIN28B_4-interaction-shap	0.0327068455517292	0.017794376239180565	-0.24430587887763977	-0.24864131212234497	1.6433429718017578	1.5384678840637207	6963	43944	0.9929839149791756	0.9647378936828692	1.0	0.999	399560	1322187	0.7932613599959957	0.8113713181267094	0.992	0.992	43350	115819	0.9860547635524799	0.981508647113168	1.0	1.0	0.19972255498317992	0.008000000000000007	0.15336657555615985	0.007000000000000006	0.006929151426695701	0.0	0.016770753430298768	0.0010000000000000009	greater	0.0	0.0	1.5489113476421894e-53	1.9832714040528632e-11	0.0	0.0	3.8099727298335657e-35	1.0	true	None	False	False	False
